dex,class,script_hash
VyFi,VyFiCPPState,1ccb0f596955371c07d5957783a3e29055b65adb5826930bdd7ae83e
VyFi,VyFiCPPState,93f5e763b774e4cdd77cee9c3b239976f88126955b306f52134fa276
VyFi,VyFiCPPState,a08488f692541747fdabd9d899bb8062d3c084750f98601682599be0
VyFi,VyFiCPPState,99604c123a24860e23ea023885f81b7846c4c2e98b13bf6c341244fd
VyFi,VyFiCPPState,14aaf27eb246a51e3b75814451abf5b59e282b1293c834ab28ed50bd
VyFi,VyFiCPPState,0f282ee6909d92b9d5bc3922a68f0fa445de1d793e2dada61ecf2eb9
VyFi,VyFiCPPState,f7c76feffdd3422398178c6ccbc30f3935a07ffcd681df20778c1c10
VyFi,VyFiCPPState,3c82881b69f53b6d3613896c9ea6c4eaeadeec817a9ff864ab110bcd
VyFi,VyFiCPPState,4f12326c15c19928f6618888572016d096e3bdc98a2d5cb1b6b41666
VyFi,VyFiCPPState,0121facaece4b14f4bca0e1f3bcbdef27c481626410c22e8288f5f87
VyFi,VyFiCPPState,8bdcc45dff68defbf417575ebd29f1e1f24b662ff5ae61667de91ea8
VyFi,VyFiCPPState,ca8b8c8a8892051a67bedc131e77cc6b207adcd92f9a467c3fde5648
VyFi,VyFiCPPState,2b009859e9508af6820d387ca9e208674d54485794b298ee715411ec
VyFi,VyFiCPPState,8b2f2a8301c996b5bfc5dc5d44ee50a37cb5d6361d4281f7601a93c5
VyFi,VyFiCPPState,468864e2b5f0f28092b1d879261185d36bacf448d3dffde45c2b78c0
VyFi,VyFiCPPState,0565b1a405b2b83571e0077fcd0dcb52ad24a526a691968dd238ebe2
VyFi,VyFiCPPState,5d6fd9a4c94ca83d1a7105fb6478ffa7d3b17a096316869193144609
VyFi,VyFiCPPState,a447f9c8e6f07101a05789928c73ac76aea51b539325957e8ab7b3c8
VyFi,VyFiCPPState,1b924253009bf1ff623a3ce244801a1bba717cc5c5e022238156191e
VyFi,VyFiCPPState,453dca3cc4bcb4bd5e72875748ea8900d5c4b4d8e2def3979d4a28f2
